28 73,84 86,83 79,111 91,110
28 88,83 103,82 93,110 107,110
17 104,82 119,81 108,110 123,110
3 126,81 142,80 130,110 145,110
6 144,80 161,79 147,110 163,109
5 163,79 182,78 166,109 184,109
9 183,78 203,76 185,109 204,109
plate 69,73 208,62 79,117 209,117
20 200,434 227,437 207,491 232,492
12 229,437 253,440 234,492 257,493
33 256,441 277,444 259,493 280,493
6 286,445 305,447 289,493 307,494
3 307,447 325,450 309,494 326,495
3 327,450 343,452 328,495 344,495
9 345,452 360,454 345,495 360,496
plate 195,411 364,439 205,504 364,505
