14 20,138 47,142 32,195 57,196
20 50,142 75,145 59,196 82,197
17 77,145 100,148 84,197 105,197
5 109,149 129,151 114,197 133,198
7 131,152 150,154 135,198 152,198
6 152,154 169,156 154,198 170,199
8 170,156 186,158 172,199 187,199
plate 12,115 190,142 32,208 190,209
32 261,198 270,197 267,216 276,216
32 272,197 282,196 278,216 287,215
29 284,196 296,194 289,215 301,215
7 301,193 316,192 306,215 320,214
6 317,192 333,190 321,214 336,214
3 334,190 352,188 337,214 355,213
7 355,187 375,185 357,213 376,213
plate 257,191 382,172 267,220 382,220
