10 42,401 60,399 58,431 75,431
23 62,399 81,397 77,431 95,430
26 83,397 103,395 97,430 116,430
6 114,394 138,392 126,430 148,429
8 140,392 167,389 150,429 176,428
4 170,389 200,386 178,428 205,428
0 204,385 237,382 209,428 239,427
plate 34,388 247,359 61,439 248,438
31 273,159 289,157 264,194 281,194
11 291,157 309,155 283,194 301,193
11 311,154 331,152 303,193 323,192
8 341,150 364,147 334,192 358,191
9 367,147 394,143 361,191 389,190
1 396,143 426,139 391,190 423,189
6 430,138 465,134 427,189 464,187
plate 274,146 476,112 260,205 475,203
