17 77,315 88,317 70,344 83,345
21 90,317 101,318 84,345 97,345
12 102,318 112,320 98,345 108,346
5 116,320 125,321 113,346 123,346
3 126,321 135,322 123,346 133,346
7 135,323 143,324 134,346 142,347
7 144,324 151,325 143,347 151,347
plate 78,306 153,317 67,352 153,352
10 240,267 251,265 234,290 245,289
21 253,265 265,263 247,289 260,289
18 267,262 282,260 261,289 276,288
4 289,259 307,256 283,288 302,287
1 309,255 331,252 304,287 327,286
6 333,251 359,247 329,285 356,284
6 362,246 394,241 359,284 393,282
plate 241,258 403,224 231,297 402,295
