28 197,351 216,349 205,387 224,387
12 218,349 239,347 225,386 246,386
10 241,347 263,345 248,386 269,386
6 273,344 299,342 279,385 304,385
1 301,342 328,339 306,385 332,384
9 332,339 361,336 336,384 364,384
3 364,336 397,333 366,384 397,383
plate 191,336 407,311 205,396 407,396
27 50,424 79,428 35,495 66,496
12 81,429 108,433 69,496 98,498
16 110,433 133,437 100,498 126,499
2 143,438 164,442 137,499 160,500
6 166,442 185,445 162,500 182,501
0 187,445 205,448 184,501 203,502
3 206,448 222,451 205,502 222,503
plate 52,398 227,433 26,517 226,518
