24 78,98 85,98 80,111 87,111
32 85,98 93,97 88,111 96,111
28 93,97 101,96 96,111 104,111
7 105,96 115,95 107,111 116,110
9 116,95 125,94 117,110 126,110
0 126,94 137,93 127,110 138,110
2 138,93 149,92 139,110 149,110
plate 76,93 153,83 81,115 153,114
22 352,418 361,418 350,438 359,438
33 362,418 372,418 360,438 370,438
25 373,418 382,417 371,438 380,438
8 387,417 396,417 385,438 395,438
7 397,417 408,416 396,438 407,438
9 409,416 419,416 408,438 419,438
7 420,416 432,415 420,438 432,437
plate 352,411 434,408 348,443 434,443
