14 63,135 77,132 50,165 63,164
11 79,132 94,129 65,164 81,164
19 95,129 113,126 82,163 100,163
8 122,124 144,120 110,162 132,161
1 147,120 173,115 135,161 163,159
4 175,115 206,109 165,159 199,158
5 210,109 247,102 203,157 245,155
plate 67,124 259,82 44,174 258,172
25 257,357 267,357 261,377 271,377
29 268,357 279,356 271,377 282,377
33 280,356 290,356 283,377 293,377
7 295,356 306,356 298,377 308,376
1 307,356 319,355 309,376 320,376
1 320,355 331,355 321,376 332,376
8 332,355 345,354 333,376 345,376
plate 255,349 347,346 261,381 347,381
