23 70,184 85,184 58,220 74,220
21 87,184 102,183 76,220 92,219
15 104,183 120,182 94,219 112,219
0 127,181 144,180 119,219 137,219
6 146,180 163,179 139,219 159,219
7 165,179 184,178 161,218 181,218
2 186,178 205,177 183,218 204,218
plate 72,173 210,163 53,230 210,229
32 222,85 248,87 235,137 259,138
16 250,87 275,89 261,138 283,138
10 277,90 300,92 286,138 307,139
9 309,92 330,94 315,139 334,139
6 332,94 351,96 336,139 354,140
9 353,96 371,98 356,140 373,140
7 373,98 390,99 374,140 390,140
plate 213,63 394,83 236,149 395,150
