14 12,43 43,46 18,110 49,111
28 46,46 76,49 51,111 80,111
31 78,50 105,52 83,111 109,112
8 117,53 142,56 120,112 145,113
6 144,56 167,59 147,113 169,114
3 170,59 191,61 171,114 192,114
3 193,61 213,63 194,114 213,115
plate 5,15 219,43 16,127 219,128
32 290,356 318,360 277,424 307,425
27 320,360 347,363 309,425 338,426
33 349,364 372,367 340,426 366,427
6 382,368 404,371 377,428 400,428
3 406,371 426,374 402,428 423,429
2 428,374 446,376 426,429 445,430
9 448,376 465,379 446,430 464,431
plate 291,331 470,361 268,445 469,446
