33 86,98 105,98 98,135 116,135
23 107,98 127,97 118,135 136,135
21 129,97 149,96 138,135 157,134
1 158,96 178,96 165,134 184,134
3 181,95 202,95 186,134 206,134
1 204,95 226,94 208,134 229,134
3 228,94 251,93 231,134 252,134
plate 79,83 257,77 99,143 257,143
12 59,377 75,375 74,403 89,402
21 76,375 94,373 91,402 107,402
25 95,373 114,370 109,402 127,401
9 124,369 147,366 137,401 158,400
1 149,366 177,363 160,400 186,400
5 179,362 210,359 188,400 216,399
8 215,358 251,354 220,399 253,398
plate 51,366 262,330 77,409 263,408
