13 34,58 68,61 49,127 80,127
27 71,62 103,65 82,128 112,128
10 105,65 134,68 114,128 141,129
5 146,70 173,73 152,129 177,130
5 175,73 198,75 179,130 201,131
8 201,76 223,78 204,131 225,131
9 225,78 245,80 226,131 246,132
plate 23,27 251,60 48,144 251,145
26 376,406 384,406 382,420 389,420
31 385,406 393,405 390,420 398,420
31 394,405 403,404 399,420 408,420
0 408,403 418,402 412,420 422,419
5 419,402 432,401 423,419 435,419
3 434,401 447,399 436,419 449,419
4 448,399 465,397 450,419 465,418
plate 373,401 468,388 382,423 468,423
