17 336,257 354,259 332,301 351,302
32 357,260 375,262 354,302 372,303
22 376,262 392,264 374,303 391,303
0 399,265 413,267 398,304 412,304
0 415,267 428,269 414,304 427,304
0 430,269 443,270 429,304 442,305
5 444,270 456,272 443,305 455,305
plate 335,240 458,260 328,314 458,315
13 125,412 149,413 130,460 153,460
28 152,413 175,414 156,460 178,460
17 177,414 199,414 180,460 202,460
1 209,415 231,416 211,460 232,461
4 233,416 254,416 234,461 255,461
1 256,417 276,417 257,461 277,461
8 278,417 298,418 279,461 298,461
plate 121,392 303,401 129,473 303,473
