10 230,235 257,237 240,287 265,288
22 260,237 285,239 267,288 291,288
27 287,239 311,240 293,288 316,288
1 321,241 343,242 325,289 346,289
7 345,243 366,244 348,289 368,289
7 368,244 388,245 370,289 389,290
9 390,246 409,247 391,290 410,290
plate 224,212 414,229 240,301 414,301
26 57,367 77,368 48,416 70,416
20 79,368 99,370 73,416 93,417
14 101,370 120,371 96,417 115,417
9 127,372 145,373 123,417 142,418
5 146,373 163,375 144,418 161,418
1 165,375 181,376 163,418 180,418
8 182,376 198,377 181,418 197,419
plate 57,350 202,363 44,429 201,429
