30 137,316 150,315 124,347 138,347
18 152,315 165,313 139,347 154,346
22 167,313 182,312 156,346 172,346
0 189,311 205,309 179,346 197,345
8 207,309 225,307 199,345 219,344
2 227,307 247,305 221,344 243,344
1 249,305 270,302 245,344 269,343
plate 140,307 276,289 119,355 275,354
17 32,428 61,429 49,485 76,485
12 64,429 94,431 78,485 105,486
24 96,431 123,432 108,486 133,486
4 136,432 163,433 144,486 170,486
5 166,433 191,434 172,486 196,486
8 194,434 219,435 199,486 222,487
0 221,435 246,436 224,487 246,487
plate 21,403 253,414 50,499 253,500
