27 124,321 141,323 116,365 135,366
10 144,324 161,326 137,366 156,367
24 162,326 178,328 157,367 174,367
4 184,329 198,331 181,367 195,368
5 199,331 212,332 197,368 210,368
7 213,333 226,334 212,368 225,369
7 226,334 238,336 225,369 238,369
plate 124,305 241,324 111,378 240,379
32 75,218 87,216 67,243 79,243
30 88,216 101,215 80,243 94,242
27 102,215 116,213 94,242 109,242
5 123,212 138,211 117,242 133,241
9 140,210 157,208 135,241 153,240
7 159,208 178,206 155,240 175,240
4 180,206 201,204 177,240 200,239
plate 77,208 207,190 63,251 207,250
