15 70,338 78,337 73,355 82,355
21 79,337 89,337 82,355 92,355
21 90,336 100,336 93,355 102,355
7 105,335 115,335 107,354 117,354
6 116,335 128,334 118,354 130,354
7 129,334 141,333 131,354 142,354
4 142,333 156,332 143,354 157,354
plate 68,331 159,323 73,359 159,358
15 193,367 208,365 177,401 193,400
19 209,365 225,363 194,400 211,400
24 227,363 244,361 213,400 231,399
1 253,360 272,358 241,399 262,398
2 274,357 295,355 264,398 288,397
2 297,355 320,352 290,397 315,396
8 323,352 349,349 319,396 347,395
plate 197,355 356,332 170,411 355,410
