20 229,218 262,222 241,284 271,285
30 265,222 295,226 274,285 302,286
32 297,226 323,229 304,286 328,286
1 335,231 358,234 340,287 362,287
3 360,234 382,237 363,288 384,288
5 384,237 403,239 386,288 404,289
5 406,240 424,242 407,289 424,289
plate 221,188 428,222 241,301 428,302
27 347,64 358,65 344,89 356,90
20 359,65 370,67 357,90 368,90
22 370,67 379,68 368,90 378,91
7 383,69 391,70 382,91 390,91
7 392,70 399,71 391,91 398,91
7 399,72 406,73 399,91 406,92
2 407,73 413,74 407,92 413,92
plate 346,52 415,66 341,97 415,97
