15 48,175 67,174 33,218 53,218
14 68,174 89,172 55,218 76,217
18 90,172 110,171 78,217 100,217
1 120,170 142,169 110,217 134,216
2 144,169 167,167 136,216 161,216
6 170,167 193,166 164,216 190,215
4 195,166 220,164 192,215 219,215
plate 51,160 227,146 26,231 227,231
21 269,337 276,336 264,351 271,350
31 276,336 284,334 271,350 279,350
20 285,334 293,333 280,350 288,349
1 297,332 307,330 292,349 303,349
2 308,330 320,328 304,348 317,348
0 322,328 337,325 319,348 334,347
3 338,325 356,322 336,347 355,346
plate 271,332 361,312 262,355 360,353
