13 84,44 96,46 82,70 94,70
22 97,46 107,47 95,70 106,71
14 107,47 117,49 106,71 116,71
1 121,49 129,51 120,71 129,71
0 130,51 137,52 130,71 136,72
9 138,52 145,53 137,72 144,72
3 145,53 151,54 145,72 151,72
plate 83,32 153,46 80,77 153,78
12 298,376 328,378 308,435 337,436
23 331,378 359,381 339,436 366,436
20 361,381 386,383 368,436 392,437
8 398,384 422,386 403,437 425,438
9 424,386 446,388 427,438 449,438
2 448,388 469,390 451,438 470,438
1 472,390 491,392 473,438 491,439
plate 291,350 496,372 309,451 496,451
