19 52,284 66,282 62,309 75,309
21 68,282 83,280 76,309 91,308
28 84,280 101,278 93,308 109,308
0 109,277 128,275 116,308 135,307
9 130,275 152,272 137,307 158,307
7 155,272 180,269 160,307 183,306
3 183,269 212,266 186,306 213,305
plate 47,274 220,249 62,315 220,314
28 141,51 159,49 155,85 172,84
29 161,49 182,47 174,84 194,84
27 184,47 206,45 196,84 217,83
7 217,44 243,41 227,83 252,82
6 245,41 273,38 254,82 280,82
6 277,38 308,35 284,82 313,81
8 311,35 346,31 316,81 348,80
plate 133,37 357,8 156,93 358,92
