17 61,288 80,289 52,331 72,331
30 81,289 99,291 74,331 93,331
18 100,291 117,292 94,331 113,332
6 125,292 140,293 121,332 137,332
0 142,293 157,294 139,332 155,332
9 158,295 173,295 156,332 171,333
2 174,296 188,297 173,333 187,333
plate 62,272 192,283 47,343 192,344
24 42,81 56,79 31,113 46,112
33 58,79 73,78 48,112 64,112
11 75,78 92,76 66,112 83,111
3 99,75 118,73 92,111 112,110
4 120,73 141,71 114,110 135,110
3 143,71 165,68 138,110 162,109
3 167,68 192,65 164,109 191,108
plate 44,70 198,50 26,122 198,121
