19 80,45 105,48 85,95 109,95
10 106,48 129,51 110,95 132,96
30 130,51 150,53 133,96 153,97
7 159,54 176,56 161,97 177,98
5 178,57 194,59 179,98 195,98
6 195,59 210,61 196,98 211,99
7 212,61 225,63 212,99 225,99
plate 75,22 229,48 84,108 229,109
16 65,266 84,264 55,308 74,307
30 86,264 106,262 77,307 98,307
17 108,262 130,260 100,307 122,306
0 140,259 164,257 133,306 158,305
6 167,257 193,254 161,305 189,304
1 195,254 223,252 191,304 221,304
0 227,251 257,248 224,304 257,303
plate 67,251 266,227 50,320 266,319
