19 65,240 72,239 57,256 65,256
13 73,239 81,238 66,256 74,255
33 82,237 91,236 75,255 85,255
4 95,236 105,234 89,255 100,254
5 106,234 118,232 101,254 114,254
7 120,232 133,230 116,254 130,253
5 134,230 149,228 132,253 148,252
plate 67,234 153,219 54,261 153,260
25 325,456 334,456 332,474 340,474
14 335,456 345,455 341,474 351,474
16 346,455 357,455 352,474 362,474
9 362,454 373,454 367,474 377,474
6 374,454 387,453 378,474 390,474
4 388,453 400,453 391,473 402,473
4 401,452 416,452 403,473 416,473
plate 321,449 418,443 332,478 419,478
