16 71,386 85,386 82,414 95,414
20 87,386 103,385 97,414 112,414
11 104,385 121,384 113,414 128,413
2 128,384 145,383 135,413 151,413
8 147,383 165,382 153,413 169,413
6 167,382 186,381 171,413 189,413
4 187,381 208,380 190,413 208,413
plate 64,374 213,366 83,421 213,421
17 214,144 224,143 219,163 229,163
33 225,142 237,141 230,163 242,162
32 238,141 251,139 243,162 256,162
2 257,138 272,136 262,162 276,161
4 274,136 291,134 278,161 295,161
2 294,134 315,131 297,161 317,160
8 316,131 341,128 318,160 342,159
plate 210,136 348,113 219,168 349,167
