24 74,79 93,78 82,115 100,115
14 94,78 115,76 102,115 122,114
13 117,75 139,74 124,114 145,114
7 150,73 175,70 156,114 180,113
9 178,70 205,68 183,113 209,112
3 208,67 238,65 212,112 240,112
6 241,64 273,61 243,112 274,111
plate 68,65 283,39 82,125 284,124
29 51,391 80,394 63,449 90,449
30 83,394 110,397 93,449 118,450
22 112,397 137,400 120,450 143,451
0 147,401 170,403 153,451 173,451
5 172,403 192,405 175,451 195,452
5 194,406 213,408 197,452 215,452
0 215,408 233,410 216,452 233,453
plate 42,365 237,392 63,463 237,464
