28 59,95 80,94 64,135 84,135
12 81,94 103,93 86,135 107,135
24 105,93 127,92 109,135 130,135
3 138,92 161,91 141,135 163,134
3 163,91 188,90 165,134 190,134
4 190,89 214,88 192,134 216,134
1 218,88 243,87 219,134 244,134
plate 55,78 250,67 64,146 251,146
29 277,107 307,110 282,172 312,173
20 310,110 339,113 314,173 343,173
30 341,113 368,115 345,173 371,174
1 380,116 405,118 382,174 407,175
6 407,119 430,121 409,175 431,175
1 433,121 454,123 434,175 455,176
3 456,123 477,125 457,176 477,176
plate 270,80 482,104 280,189 482,190
