18 94,131 115,130 76,180 99,180
17 117,130 139,129 102,180 125,180
18 141,129 163,128 127,180 151,180
5 173,127 197,126 163,180 188,179
0 199,126 223,125 191,179 217,179
7 225,125 249,124 219,179 246,179
6 252,124 278,123 249,179 277,178
plate 98,113 285,104 68,196 284,195
18 327,350 336,349 330,369 339,369
23 337,349 348,349 340,369 350,369
16 349,349 359,349 351,369 361,369
2 364,349 374,348 366,369 376,369
5 375,348 387,348 377,369 388,369
1 388,348 399,347 389,369 400,369
9 401,347 413,347 401,369 413,369
plate 325,342 415,338 329,374 416,373
