29 223,64 257,68 232,135 264,136
26 259,69 291,73 266,136 296,137
14 293,73 321,76 299,137 325,138
1 333,78 358,81 336,138 361,139
2 360,81 383,84 363,139 385,140
7 386,84 406,87 387,140 407,140
2 408,87 427,89 409,140 428,141
plate 215,34 433,69 230,153 433,155
31 78,320 88,321 71,347 83,347
23 90,321 100,322 84,347 96,347
29 101,322 111,323 97,348 107,348
4 115,323 124,324 112,348 122,348
3 125,324 134,325 123,348 133,348
6 135,325 143,326 133,348 142,348
8 144,326 152,326 143,348 152,349
plate 79,312 154,319 68,354 153,354
