15 57,54 87,55 67,114 95,115
26 90,55 120,56 99,115 126,115
30 122,56 150,57 129,115 156,115
9 163,57 190,58 168,115 194,115
8 194,58 220,59 197,115 223,116
7 222,59 248,60 225,116 250,116
8 251,60 277,61 253,116 277,116
plate 49,28 283,38 66,130 284,130
19 114,312 131,311 109,348 126,348
29 132,311 150,310 128,348 146,348
24 152,310 171,309 148,348 168,347
5 179,309 200,307 176,347 197,347
2 201,307 223,306 199,347 221,347
4 225,306 247,305 223,347 246,346
4 249,304 272,303 248,346 272,346
plate 114,299 278,287 106,359 278,358
