31 61,450 76,449 68,480 83,479
25 78,449 94,447 85,479 101,479
18 96,447 114,446 102,479 120,479
0 122,445 141,443 127,479 146,478
9 144,443 165,441 148,478 169,478
2 167,441 191,439 171,478 193,477
9 193,439 219,437 195,477 220,477
plate 56,439 226,420 69,487 226,486
32 279,91 286,90 285,103 291,103
26 287,90 295,89 292,103 300,103
31 296,89 304,88 301,103 309,103
3 309,87 319,86 314,103 323,102
7 320,86 333,84 324,102 336,102
0 334,84 348,83 338,102 350,102
9 349,82 367,80 352,102 368,101
plate 276,86 370,71 285,106 371,105
