28 73,329 89,330 82,361 97,361
17 91,330 107,330 99,361 113,361
32 109,330 125,331 115,361 130,362
1 132,331 147,332 136,362 151,362
5 148,332 163,332 152,362 166,362
0 164,332 179,333 166,362 180,362
3 181,333 194,333 182,362 194,362
plate 67,316 198,321 83,369 198,369
15 220,241 234,239 208,273 223,273
17 236,238 253,236 225,273 242,272
11 254,236 273,233 244,272 263,271
9 283,231 305,227 273,271 297,270
3 308,227 334,223 300,269 327,268
8 337,223 367,218 330,268 362,267
6 371,217 408,211 367,267 406,265
plate 222,229 419,190 203,283 418,281
