19 77,396 102,397 69,450 95,451
26 104,397 127,399 97,451 122,451
22 129,399 151,400 124,451 146,451
3 161,401 182,402 157,452 179,452
9 184,402 204,403 181,452 202,452
9 206,403 225,404 204,452 224,453
6 228,404 246,405 226,453 246,453
plate 78,375 251,388 64,466 251,467
15 236,176 255,174 251,210 270,210
27 258,173 279,171 272,210 292,209
31 281,171 304,169 294,209 316,209
8 316,167 343,165 327,208 353,208
8 346,164 377,161 356,208 385,207
6 379,161 414,157 387,207 419,206
9 418,157 458,153 423,206 459,205
plate 228,161 469,127 253,219 470,218
