28 20,288 49,291 13,356 44,357
18 52,292 80,295 46,357 75,358
22 82,295 107,298 78,358 103,359
3 117,300 140,303 114,359 138,360
9 142,303 163,305 140,360 162,361
9 165,306 185,308 164,361 184,361
6 186,308 204,310 185,362 204,362
plate 19,261 209,292 7,376 209,377
27 350,192 366,195 346,233 363,233
28 369,195 384,197 366,234 381,234
15 386,197 400,200 383,234 399,235
5 406,200 419,202 405,235 418,236
8 420,202 432,204 419,236 431,236
5 433,204 443,206 432,236 443,236
0 445,206 454,207 445,237 454,237
plate 349,177 457,197 342,244 457,245
