26 66,428 79,429 69,456 81,456
27 80,429 93,430 82,456 94,456
31 94,430 105,431 95,456 106,456
0 110,432 120,433 111,456 121,457
5 121,433 132,433 122,457 133,457
5 133,434 142,434 134,457 142,457
7 143,434 153,435 143,457 153,457
plate 64,418 154,427 68,462 154,462
30 182,370 203,373 169,423 193,423
20 205,373 224,375 195,423 216,424
27 226,375 245,377 218,424 238,425
6 252,378 268,380 246,425 264,425
4 270,380 286,382 266,425 283,426
3 287,382 302,384 285,426 300,426
4 303,384 317,385 302,427 317,427
plate 184,353 321,372 163,437 320,438
