32 56,338 87,341 65,404 94,405
31 89,341 120,344 97,405 126,405
28 122,344 149,347 128,405 154,406
0 161,348 187,350 165,406 190,407
7 189,350 213,353 192,407 215,407
7 215,353 237,355 217,407 238,408
9 239,355 260,357 240,408 260,408
plate 48,311 266,336 63,421 266,422
26 89,142 100,142 95,163 105,163
28 102,141 113,140 107,163 118,163
19 115,140 128,139 120,163 132,162
8 134,139 148,137 138,162 152,162
8 149,137 165,136 153,162 168,162
0 166,136 184,134 169,162 186,161
3 186,134 204,133 188,161 205,161
plate 86,134 210,120 95,168 210,168
