25 44,47 75,49 60,109 89,110
25 78,49 109,51 91,110 119,110
24 111,52 139,53 122,110 148,111
7 152,54 179,56 159,111 184,111
8 181,56 206,58 186,111 209,112
2 209,58 232,60 212,112 234,112
7 234,60 256,61 236,112 257,112
plate 33,20 263,40 60,125 263,125
10 382,410 395,411 376,441 390,441
32 396,411 409,412 392,441 405,442
18 411,412 422,413 407,442 420,442
7 427,414 438,415 425,442 436,443
3 439,415 449,416 437,443 448,443
9 451,416 461,417 450,443 460,443
6 461,417 471,418 461,443 470,443
plate 382,398 473,409 373,450 473,451
