27 173,452 180,451 163,471 171,471
10 182,451 190,450 172,471 181,470
19 191,449 202,448 182,470 193,470
3 206,447 218,446 198,470 211,469
4 219,445 232,444 212,469 227,468
1 233,443 248,441 228,468 245,468
2 251,441 267,439 247,468 265,467
plate 175,446 272,429 158,477 271,476
20 46,75 72,77 56,128 80,129
29 74,77 98,80 82,129 104,129
10 100,80 122,82 107,129 127,130
7 131,83 151,85 136,130 155,130
6 153,85 172,87 157,130 174,131
5 174,87 192,89 176,131 193,131
6 193,89 210,90 194,131 210,132
plate 39,53 214,75 55,140 214,141
