15 408,282 423,284 405,316 421,317
17 424,284 438,286 422,317 437,318
17 440,286 453,288 439,318 452,318
4 458,289 469,290 457,318 468,319
2 470,290 480,292 469,319 480,319
3 482,292 491,293 481,319 491,320
2 492,293 501,295 492,320 501,320
plate 408,268 503,285 403,327 503,327
28 78,369 89,371 72,395 85,396
16 90,371 100,373 86,396 97,396
27 100,373 109,374 97,396 106,397
6 112,375 120,376 110,397 119,397
1 121,377 127,378 120,397 126,398
1 128,378 134,379 127,398 134,398
5 135,379 140,380 135,398 140,398
plate 78,358 142,373 69,403 142,404
