10 78,27 93,29 74,62 90,63
16 94,29 108,31 91,63 105,64
28 110,32 122,34 108,64 121,64
2 127,34 138,36 126,65 137,65
0 139,36 149,38 138,65 148,65
3 151,38 160,40 150,66 159,66
5 161,40 169,41 160,66 169,66
plate 78,13 171,32 71,73 171,74
15 240,219 255,217 233,249 248,248
26 256,217 272,215 249,248 265,248
21 273,215 290,213 267,248 285,247
0 298,212 317,210 293,247 313,246
1 319,210 341,207 315,246 337,245
3 343,207 366,205 339,245 364,245
8 369,204 395,201 367,245 395,244
plate 241,208 402,185 230,257 402,256
