20 39,317 64,320 45,371 69,371
24 66,320 89,322 71,371 93,372
32 92,322 113,324 96,372 116,372
7 122,325 141,327 124,372 143,373
6 143,327 161,329 145,373 163,373
8 163,329 181,331 165,373 181,374
8 182,331 198,333 183,374 199,374
plate 34,297 202,317 44,383 203,384
19 324,316 337,315 336,338 349,338
19 338,315 352,313 350,338 364,337
30 353,313 370,311 364,337 380,337
2 378,311 396,309 387,337 404,336
0 398,308 418,306 406,336 425,336
4 421,306 444,304 427,336 448,335
7 447,303 474,301 451,335 475,335
plate 317,306 482,282 338,343 483,343
