23 75,460 85,459 82,479 92,478
19 87,458 99,457 93,478 105,478
13 99,457 113,455 106,478 119,478
7 119,454 134,452 125,477 139,477
5 136,452 154,450 141,477 158,476
2 156,450 178,447 160,476 181,476
8 179,447 205,444 182,476 206,475
plate 71,452 212,428 83,484 212,483
16 291,403 304,402 281,435 296,434
21 306,402 321,400 297,434 313,434
32 322,400 338,399 314,434 331,433
0 345,398 362,397 338,433 357,433
5 364,396 383,395 359,433 378,432
3 385,395 405,393 381,432 402,432
2 407,393 429,391 404,432 428,431
plate 292,393 435,377 277,443 434,442
