19 24,25 46,26 35,66 56,66
24 47,26 69,27 57,66 77,66
21 70,27 91,28 78,66 97,66
7 99,28 118,29 105,66 122,67
3 120,29 138,30 124,67 141,67
6 140,30 158,30 143,67 159,67
1 160,31 176,31 161,67 177,67
plate 16,6 181,15 36,76 181,76
26 205,135 213,135 203,150 210,150
30 214,135 221,134 211,150 219,150
19 221,134 229,134 219,150 228,150
3 233,133 242,133 231,150 240,150
3 243,133 251,133 241,150 250,150
0 252,133 261,132 251,150 260,150
9 262,132 271,132 261,150 270,149
plate 205,128 274,124 201,155 274,155
