12 332,242 345,241 337,268 349,268
25 347,241 360,241 351,268 363,268
23 362,241 376,240 365,268 379,268
1 382,240 397,240 385,268 399,267
1 398,240 413,239 400,267 415,267
4 414,239 430,239 416,267 431,267
5 432,239 447,238 433,267 447,267
plate 329,231 451,227 336,275 452,275
16 72,354 85,353 65,382 78,382
27 86,352 100,351 79,382 93,381
16 102,351 117,349 95,381 111,381
8 124,348 141,346 118,381 136,380
9 143,346 162,343 138,380 158,379
7 164,343 185,341 160,379 183,379
1 188,340 212,338 185,379 211,378
plate 73,345 218,323 61,390 218,388
