30 67,343 84,342 78,372 94,371
14 85,342 102,341 95,371 111,371
21 103,341 122,340 112,371 129,371
6 130,339 149,338 137,371 154,371
5 151,338 170,337 156,371 175,370
0 173,337 193,336 177,370 196,370
7 196,336 217,335 198,370 218,370
plate 61,329 224,318 79,379 224,379
12 155,187 171,185 142,223 159,222
27 173,185 190,183 161,222 179,222
21 192,183 210,182 181,222 200,221
3 219,181 239,179 210,221 231,220
1 241,179 263,177 233,220 257,220
6 265,176 288,174 259,220 284,219
0 291,174 316,172 288,219 315,218
plate 158,174 323,154 137,234 322,233
