19 76,303 89,304 81,329 93,329
27 91,305 103,306 95,329 106,330
10 103,306 113,308 106,330 116,330
0 118,308 127,310 120,330 129,330
8 128,310 136,311 130,330 137,331
1 137,311 145,312 138,331 145,331
2 146,312 152,313 146,331 152,331
plate 72,290 154,305 81,336 154,336
11 81,409 110,413 64,482 96,484
19 114,413 141,417 100,484 130,485
26 143,417 168,421 132,485 160,486
3 179,422 201,425 171,486 196,487
8 204,425 225,428 199,487 221,488
2 226,428 245,431 223,488 244,489
8 248,431 266,434 246,489 265,490
plate 83,382 270,414 54,505 270,506
