18 126,210 139,208 118,237 132,237
33 140,207 155,205 133,237 148,236
16 157,205 173,202 150,236 166,235
3 182,201 201,198 175,235 196,234
9 203,198 227,194 198,234 222,233
4 229,194 255,190 224,233 252,232
6 259,189 291,184 256,232 290,230
plate 127,199 300,166 115,245 300,244
18 83,87 91,86 80,105 88,105
25 92,86 101,85 89,105 98,104
21 103,85 114,83 100,104 111,104
9 119,82 131,81 116,104 129,103
5 132,80 147,78 130,103 145,103
6 148,78 165,76 146,103 163,102
1 167,76 185,73 166,102 185,101
plate 83,81 192,62 77,110 191,109
