28 179,297 195,295 167,332 184,332
11 197,295 215,292 186,332 204,331
13 216,292 236,289 206,331 226,330
2 246,288 269,285 236,330 261,329
8 272,284 298,281 264,329 291,328
0 300,280 330,276 294,328 325,326
4 333,276 368,271 329,326 367,325
plate 181,284 378,250 162,343 378,341
22 79,186 89,185 73,209 83,209
29 91,185 102,184 85,209 97,209
23 103,184 116,182 98,209 111,208
0 122,181 136,180 117,208 132,208
0 138,180 153,178 134,207 150,207
7 155,178 173,176 152,207 171,206
6 174,175 194,173 172,206 193,206
plate 80,178 199,161 70,216 199,215
