29 75,137 84,137 82,155 91,155
24 85,137 96,136 92,155 102,155
10 97,136 107,136 103,155 112,155
5 112,135 123,135 117,154 127,154
7 124,135 137,134 128,154 140,154
9 138,134 151,133 141,154 153,154
6 152,133 166,132 154,154 167,154
plate 71,130 169,123 83,158 169,158
26 352,91 358,90 348,105 355,104
33 359,90 366,90 355,104 363,104
29 366,90 373,89 363,104 370,104
0 377,89 385,88 374,104 383,104
0 386,88 394,87 384,104 392,104
5 395,87 405,86 393,104 403,103
3 406,86 415,85 405,103 415,103
plate 353,86 419,78 346,109 418,108
