16 40,78 70,83 30,151 62,153
14 73,83 101,88 65,153 95,154
12 103,88 128,92 97,154 123,156
0 138,94 161,98 134,156 158,157
2 162,98 182,101 160,157 180,158
7 184,102 202,105 182,158 201,159
5 203,105 219,108 202,159 219,160
plate 40,50 224,89 23,173 224,175
14 234,278 240,277 224,295 231,295
25 242,277 249,276 232,295 240,294
30 251,275 260,274 242,294 252,294
8 265,273 276,271 256,293 269,293
2 277,271 291,268 270,293 284,292
6 292,268 308,265 286,292 303,291
6 310,265 328,262 306,291 326,290
plate 236,273 334,252 220,300 333,299
