20 65,116 83,117 72,155 90,155
13 86,117 105,118 92,155 110,155
25 106,118 124,119 111,155 128,156
8 132,120 148,121 135,156 150,156
8 150,121 165,122 152,156 167,156
6 167,122 183,123 169,156 184,157
6 183,123 198,124 184,157 199,157
plate 59,99 202,110 72,165 202,165
26 341,204 348,202 329,222 337,221
10 349,202 358,200 338,221 347,220
26 359,200 369,198 347,220 358,220
7 374,197 386,195 363,219 376,219
3 388,195 402,192 378,219 394,218
3 404,191 423,188 396,218 417,216
9 424,187 447,183 418,216 445,215
plate 344,198 453,172 325,227 452,226
