23 75,43 90,44 78,74 92,74
24 91,44 105,45 93,74 107,74
21 107,46 120,46 109,74 122,74
0 126,47 138,48 127,74 139,75
1 139,48 151,48 140,75 151,75
5 153,49 164,49 153,75 164,75
3 165,49 175,50 165,75 175,75
plate 73,31 178,40 78,82 178,82
11 196,178 215,180 184,224 205,224
16 216,180 234,182 206,224 226,225
17 235,182 252,184 227,225 246,225
2 259,185 274,186 254,225 270,226
7 276,186 290,188 272,226 287,226
8 291,188 304,189 289,226 303,227
9 306,189 318,191 305,227 318,227
plate 198,162 322,177 177,238 322,238
