16 88,182 104,180 75,217 92,216
26 105,180 122,179 93,216 111,216
31 124,178 141,177 113,216 131,215
1 150,176 170,174 141,215 162,214
9 172,173 194,171 164,214 188,213
9 196,171 219,168 190,213 216,213
4 223,168 248,165 219,213 247,212
plate 91,170 256,148 70,227 255,226
12 38,429 70,433 47,494 78,495
31 73,433 102,437 80,495 108,496
10 105,437 130,440 110,496 134,497
6 142,441 165,444 146,497 167,498
4 167,444 188,447 169,498 190,498
7 190,447 210,450 192,498 211,499
7 212,450 230,452 213,499 230,500
plate 31,400 234,433 47,511 235,512
