24 63,93 82,95 71,134 89,134
16 85,96 102,98 91,134 107,135
19 104,98 121,100 109,135 125,135
1 128,101 143,103 131,135 145,136
8 144,103 157,104 146,136 159,136
7 158,105 171,106 160,136 172,137
3 172,106 183,108 173,137 183,137
plate 56,75 186,96 71,144 186,145
23 118,19 128,18 124,37 134,36
29 129,18 139,17 134,36 144,36
16 141,17 152,16 146,36 157,36
1 157,16 170,14 162,36 174,36
0 171,14 185,13 175,36 188,35
9 187,13 202,12 190,35 204,35
6 204,12 220,10 206,35 221,35
plate 115,11 225,0 125,41 225,41
