16 59,87 94,90 77,157 109,157
27 98,90 131,93 113,158 143,158
14 134,93 164,96 145,158 174,159
2 178,97 206,99 186,159 212,159
0 210,99 236,101 215,160 240,160
4 238,102 263,104 242,160 265,161
7 266,104 289,106 268,161 290,161
plate 46,55 295,83 77,174 295,175
25 332,453 343,453 336,474 346,474
27 344,453 355,454 347,474 357,474
28 355,454 365,454 357,474 367,474
1 369,455 379,455 371,474 380,474
5 380,455 388,456 381,474 389,474
6 389,456 398,456 390,474 398,475
8 399,456 406,457 399,475 406,475
plate 328,443 409,448 336,479 409,479
