16 63,122 81,121 50,161 69,161
25 83,121 101,120 71,161 91,161
18 103,120 121,118 92,161 112,160
1 131,118 151,116 123,160 144,160
1 153,116 175,115 146,160 169,159
4 176,115 198,113 171,159 195,159
3 201,113 225,112 199,159 224,158
plate 66,108 231,94 45,173 231,173
13 196,344 211,342 201,373 216,373
28 213,342 230,340 218,373 234,372
29 232,340 250,338 236,372 254,372
4 259,337 280,335 263,371 283,371
8 282,335 306,333 285,371 308,370
6 308,333 334,330 310,370 335,370
3 336,330 366,327 338,370 366,369
plate 192,332 373,309 200,381 373,380
