18 251,42 274,46 239,101 265,102
32 277,46 297,50 268,102 290,103
17 299,50 318,53 293,103 313,104
7 325,55 342,57 321,104 338,105
1 343,58 358,60 340,105 356,106
7 360,61 373,63 358,106 372,107
3 375,63 387,65 374,107 387,107
plate 252,22 390,52 233,117 390,118
14 61,17 76,17 53,49 69,49
27 77,17 92,16 70,49 86,49
30 93,16 109,15 87,49 104,49
9 116,15 132,14 112,49 128,49
0 134,14 150,14 130,49 148,48
7 152,13 169,13 150,48 168,48
8 171,13 189,12 170,48 188,48
plate 62,5 194,-1 50,59 194,59
