22 36,76 70,80 51,143 83,144
15 73,80 104,84 85,144 113,145
25 107,85 133,88 116,145 140,146
6 146,90 169,93 152,146 174,147
8 171,93 193,96 175,147 196,148
8 195,96 215,99 198,148 216,148
4 217,99 235,102 219,148 236,149
plate 26,44 240,82 52,160 240,161
10 386,230 400,231 393,258 405,258
18 401,231 415,232 406,258 419,259
21 416,232 428,233 420,259 431,259
1 434,234 444,235 437,259 447,259
2 446,235 457,236 448,259 458,259
0 458,236 467,237 459,259 468,260
7 468,237 478,238 469,260 478,260
plate 382,218 479,229 393,264 479,264
