22 42,423 71,426 25,494 57,495
24 75,427 101,430 61,495 90,496
16 103,430 128,433 93,496 120,497
0 139,434 162,437 132,498 156,498
4 164,437 185,440 159,499 182,499
4 187,440 207,442 184,499 205,500
7 209,443 228,445 207,500 227,501
plate 45,397 232,425 16,516 232,517
25 363,434 381,435 359,475 377,476
28 383,435 400,437 379,476 397,476
31 401,437 417,439 398,476 415,476
3 424,439 438,441 422,477 437,477
7 440,441 453,442 439,477 452,477
8 455,442 469,443 454,477 468,478
9 469,443 482,445 469,478 482,478
plate 363,418 485,432 355,487 485,487
