32 66,180 80,182 71,210 84,211
15 82,182 96,184 85,211 98,211
13 97,184 108,185 100,211 111,211
8 114,186 124,187 116,212 126,212
5 125,187 136,188 127,212 137,212
5 137,188 146,189 138,212 146,212
6 146,189 155,190 147,212 155,213
plate 63,168 157,182 70,217 157,217
16 118,423 150,426 131,488 161,489
12 153,426 184,429 163,489 192,490
14 186,429 214,431 194,490 220,490
5 226,432 253,435 232,490 257,491
7 255,435 279,437 259,491 281,491
5 282,437 304,439 284,492 305,492
9 306,439 327,441 307,492 327,492
plate 109,395 333,420 130,505 333,506
