26 64,291 81,289 70,323 86,323
15 83,289 100,288 88,323 105,323
33 102,288 120,287 106,323 124,323
4 128,287 148,285 132,322 151,322
3 150,285 171,284 153,322 173,322
2 173,284 195,282 175,322 197,322
4 198,282 221,281 199,322 221,321
plate 60,278 227,265 70,331 228,331
32 247,285 269,283 264,327 285,326
16 271,283 296,282 287,326 310,326
23 298,282 323,281 312,326 335,326
9 335,280 363,279 346,326 372,325
4 365,279 393,278 374,325 399,325
4 396,278 425,276 403,325 429,325
9 428,276 458,275 432,325 460,325
plate 236,266 467,252 265,337 468,337
