23 36,437 58,436 44,480 65,480
31 60,436 84,435 67,480 90,480
27 85,435 109,434 92,480 115,480
4 121,433 147,432 126,479 151,479
2 149,432 175,431 153,479 178,479
3 178,431 206,429 181,479 208,479
2 208,429 237,428 210,478 237,478
plate 30,419 245,406 43,492 246,491
25 374,320 385,319 380,340 390,340
14 386,319 397,319 391,340 401,339
22 399,318 411,318 403,339 415,339
8 416,317 429,317 420,339 432,339
7 430,317 443,316 433,339 445,339
6 445,316 460,315 448,339 461,339
2 461,315 476,314 462,339 477,338
plate 371,311 480,303 380,345 480,345
