28 49,191 83,196 59,260 90,262
31 86,196 116,201 93,262 121,263
11 118,201 144,205 124,263 148,264
1 156,207 179,210 160,264 181,265
1 180,210 202,214 183,265 203,266
9 203,214 222,217 205,266 223,266
2 224,217 241,219 225,266 241,267
plate 42,160 246,200 58,278 246,280
24 264,330 286,331 271,371 292,372
33 287,331 308,332 293,372 313,372
23 309,332 329,333 314,372 333,372
7 338,333 355,334 341,372 358,372
3 358,334 375,335 360,372 377,373
1 377,335 393,336 379,373 394,373
8 395,336 411,337 396,373 412,373
plate 258,311 416,321 271,382 416,383
