24 64,136 85,135 57,182 79,182
28 88,135 110,133 81,182 104,182
29 112,133 135,132 106,181 130,181
3 146,131 171,130 141,181 167,181
5 174,130 199,128 170,180 197,180
3 202,128 229,126 199,180 227,180
6 232,126 261,124 230,180 260,179
plate 65,119 269,103 52,195 269,195
12 316,285 329,284 321,311 333,311
19 331,284 345,283 335,311 349,311
18 346,283 362,282 350,311 365,311
6 369,282 384,281 372,311 387,310
9 386,281 403,280 389,310 405,310
4 405,280 424,278 407,310 425,310
4 425,278 445,277 426,310 445,310
plate 312,274 450,263 320,318 450,318
