14 33,208 58,212 23,268 51,269
21 61,212 84,216 53,270 78,271
13 86,216 107,219 80,271 103,272
6 116,221 134,223 112,272 132,273
7 136,224 153,226 133,273 151,274
8 155,226 170,229 153,274 170,274
6 172,229 186,231 171,274 186,275
plate 34,186 190,216 17,286 190,288
30 278,402 286,402 276,418 284,418
13 287,402 295,402 285,418 294,418
20 295,402 304,401 294,418 302,418
3 307,401 316,401 306,418 315,418
7 317,401 325,401 316,418 324,418
2 326,401 335,400 325,418 335,418
6 336,400 344,400 336,418 344,418
plate 279,396 348,392 275,423 348,423
